aaabc abaca abaca;bananier dont les feuilles fournissent le chanvre de Manille
aabst abats abats
abbes abbes abbés
abces abces abcès
abdos abdos abdos#(01)
abees abees abées
abers abers abers
abeit abeti abêti
abeim abime abime~(12)
abeim abime abîme
abeim abime abimé~(12)
abeim abime abîmé
abios abois abois
abilo aboli aboli
abdor abord abord
abotu about about;extrémité d'une pièce
abeoy aboye aboyé
abeir abrie abrié(03);abrier(vt) : couvrir pour protéger
abirs abris abris
abesu abuse abusé
abemy abyme abyme;en abyme : se dit d'une oeuvre citée et emboîtée dans une autre
aacis acais açais(12)
aacis acais açaïs*(18)
acces acces accès
accno accon accon;(ou acon)
accot accot accot*;adossement de paille pour protéger de jeunes plants contre le gel
accor accro accro
accru accru accru
accsu accus accus
aceer acere acéré
aacht achat achat
abceh acheb acheb;formation végétale du Sahara
acehs aches aches
acdei acide acide
aceir acier acier
aciin acini acini;pluriel de acinus (masse arrondie de quelques cellules sécrétrices)
acems acmes acmés
acens acnes acnés
acnos acons acons
aceor acore acore;plante des marais aussi appelée roseau aromatique
aceot acote à-côté
acopu acoup à-coup
aacrs acras acras
acers acres acres
acers acres âcres
aceet actee actée
acert acter acter(00)
acest actes actes
acest actes actés
acfit actif actif
acstu actus actus(07)
aclsu aculs aculs*
acely acyle acyle;radical organique monovalent RCO-
aadeg adage adage
aaddx addax addax;antilope gris clair aux cornes spiralées
adent adent adent;entaille oblique pour l'assemblage d'une pièce de bois
acdho adhoc ad hoc(00);qui convient à la situation
adeiu adieu adieu
aadjr adjar adjar°(02);d'Adjarie en Géorgie
adims admis admis
abdeo adobe adobe;brique rudimentaire mêlée de paille et séchée au soleil
adeor adore adoré
adert adret adret;versant d'une vallée exposé au soleil
adelu adule adulé
adees aedes aedes*;(ou aédès) moustique dont l'une des espèces est le vecteur de la fièvre jaune
adees aedes aèdes
adees aedes aédès*
aeeer aeree aérée
aeerr aerer aérer
aeers aeres aérés
aafst afats AFATs
affin affin affin*;qui présente une affinité
afftu affut affut~(12)
afftu affut affût
afors afros afros*(13)
aefrt after after(07)
aaceg agace agace;(ou agasse) pie
aaceg agace agacé
aaadg agada agada(05);(ou aggadah) dans le Talmud tout ce qui ne fait pas partie de la halakha
aaegm agame agame;lézard
aagim agami agami;oiseau de la taille d'un coq
aaegp agape agape;repas pris en commun par les premiers chrétiens
aaegt agate agate;silice variété de calcédoine
aaegv agave agave;plante ornementale dont les feuilles fournissent des fibres textiles
aeegs agees âgées
aegnt agent agent
agglo agglo agglo
aaghs aghas aghas
aegis agies agies
aegil agile agile
agios agios agios
aegit agite agité
aagnt agnat agnat;parent par les hommes
agino agoni agoni;agonir(vt) : accabler d'injures
aagor agora agora
aeegr agree agréé
aeggr agreg agrég*(01)
aegrs agres agrès
agisu aguis aguis
aaehn ahane ahané;ahaner(vi) : peiner
aahns ahans ahans
ahiru ahuri ahuri
acehi aiche aiche;(ou èche ou esche) appât accroché à l'hameçon
